Label;year
W3037093331;2020
W3089326976;2020
W3094884892;2020
W3133819229;2021
W2073396992;2015
W72513503;2013
W294653858;2007
W601823538;2008
W1509940907;2011
W1596385773;2011
W1812298046;2008
W1969719140;2010
W2002990698;2013
W2007608385;2010
W2046555083;2013
W2060486579;2013
W2075691326;2009
W2085998145;2013
W2091206889;2011
W2100601483;2012
W2131933959;2011
W2149109557;2010
W2290826927;2013
W2798823267;1970
W3006638558;2009
W2480764363;2010
W3136894193;2020
W2002669465;2013
W2095150847;2007
W2974804022;2019
W3173351542;2021
W1990060255;2011
W1992379407;2014
W1997936823;2010
W2016313516;1987
W2168391307;2006
W2989860017;2019
W3037097818;2020
W4241167436;2001
W4248235812;2002
W4248404313;2020
W2182505347;2013
W65325340;2011
W158552743;2009
W200315967;2012
W214508125;2008
W246961807;2010
W606732828;2013
W641010408;2011
W1491834219;1997
W1571566931;2011
W1581383269;2012
W1792595847;2015
W1938604699;2007
W1975191566;2008
W1980107398;2012
W2016804992;2012
W2061865125;2010
W2064853018;1996
W2170604115;2013
W2732661612;2013
W3200739029;2021
W1488542496;2001
W1947925087;2014
W1971119614;2012
W1987083090;2014
W1988383009;2012
W1990831411;2015
W2011331747;2010
W2030545746;2005
W2056592297;2013
W2063117131;2008
W2070124542;2015
W2147650064;2008
W2168098610;2013
W2307825619;2016
W2421089646;2016
W2616966461;2002
W2887287449;2018
W2921247802;2019
W2938184675;2019
W2948693930;2019
W2955992980;2019
W2982140271;2020
W2999513713;2020
W3001490834;2020
W3019189377;2020
W3049168981;2021
W3112168709;2021
W3113019200;2021
W3135243674;2021
W3136685328;2021
W3149174131;2021
W3155075115;2021
W3157666632;2021
W3187514758;2021
W3211705438;2021
W1973902957;2014
W1998623504;1975
W2129337727;2014
W2769673808;2017
W2899234342;2018
W2937474752;2019
W3090857130;2020
W3112202113;2020
W3128727411;2021
W1028145251;2014
W1530595525;2006
W1720072730;2011
W1985604927;2006
W1990969383;2013
W2109261726;2002
W2114626972;2010
W1579608414;2012
W2132687596;2005
W2144081601;2009
W1762802698;2013
W654819079;2012
W2039637472;2009
W2057385429;2008
W2071318150;2001
W2108550081;2012
W2163403658;2011
W2970983300;2005
W2060831901;2012
W1553243973;2014
W1762139154;2007
W2047735753;1990
W2066158005;1980
W2198517927;2002
W2275869199;2002
W2328055277;2015
W2101335063;2007
W2784329687;1960
W2807798044;2009
W2555803457;2015
W1534094835;1994
W2048209580;2003
W2142548586;2009
W2989105855;2019
W2886897870;2019
W2952506069;2019
W4231529853;2005
W3035862499;2020
W2080650200;2015
W2583204112;2017
W2737500843;2017
W2882985236;2018
W2947972295;2019
W3037628098;2020
W2524230755;['']
W2936190223;2018
W3094912353;2020
W2789952673;2017
W2854992648;2018
W2961996808;2019
W4242286040;2013
W2104779943;1993
W4252239917;2018
W2031458100;2010
W2032943649;2014
W2099749716;2011
W2105609257;2010
W2111890388;2002
W4295308902;2022
W1966096092;2005
W2023216341;2006
W2047193796;2010
W2092429133;2013
W2943247945;2019
W3210409860;2021
W4312943900;2022
W1970801761;2013
W2149478083;2014
W2539284206;2012
W2801474086;2018
W2886738307;2018
W2909467827;2019
W2970334718;2019
W3010803115;2020
W3010852211;2020
W3032964585;2020
W3059651527;2021
W3118395240;2021
W3195756165;2021
W4321499862;2023
W1995277749;2012
W2061153594;2004
W2003499657;1995
W2082195356;1995
W2021827276;1995
W2082203379;2015
W1967863044;2010
W1974940627;2010
W1988752655;2014
W2003928905;2005
W2114892477;2007
W2556099499;2014
W2601129005;2013
W2608841113;2020
W2086346767;1996
W1552703440;2003
W1981148047;1981
W1999953316;1994
W2017801590;1982
W2055435802;1994
W2073049451;1994
W2081907371;1994
W2137200143;1987
W2086474838;2014
W2036586008;2005
W2162301488;2003
W2091179520;2012
W1824602886;2009
W1848116377;2010
W2094841966;2012
W125189110;1999
W2073656792;2010
W2074075967;2009
W2077466845;1995
W1978611805;1990
W2141761480;1998
W1815090327;1980
W2111221410;2007
W335690815;2003
W1502195320;1973
W1519728818;1993
W1986164068;2013
W2010032749;1997
W2126770791;1996
W2186567175;2005
W2232974333;2003
W2185858521;2011
W2286855692;1996
W411625583;1999
W1551893649;2013
W2189363235;2010
W1484640757;2000
W2103342438;2008
W2130477774;2008
W2143240607;2009
W2292105561;2008
W2338614206;2008
W2036257947;2012
W172094276;2007
W2099154992;1999
W2126162420;2010
W2137071381;2004
W2157940858;2004
W2991986713;2007
W3021810426;2009
W2067422021;2003
W1993436744;2013
W106581292;2007
W1492802215;2010
W1517213794;2005
W1963669621;2003
W1968138954;1990
W2074232957;1999
W2083520378;2006
W2101896031;2006
W2112953416;2002
W2153573548;2005
W2993145266;2010
W3168309168;1999
W2146567769;2016
W2149136931;1990
W1541743525;2000
W1882516009;2002
W2126029929;2005
W2181347591;2020
W2185061149;2020
W2761662250;2007
W3134853862;2004
W1907552590;2002
W2036219993;2004
W2074765208;2003
W2079410503;2005
W2088443780;2000
W2114967210;1997
W3012001832;2019
W145660682;2011
W176598410;2007
W2021427605;2008
W2026666381;2009
W2047930887;2012
W2072083275;2012
W2129360996;1999
W2147489905;2013
W2184035472;2020
W2186092986;2020
W2280468526;2016
W2514967131;1999
W2611216575;2020
W2742600823;2018
W2775008964;2017
W2788044590;2018
W2902423000;2019
W2916604986;2019
W80438793;2002
W2183177910;['']
W1919751830;2020
W6808668;2007
W103187950;2020
W363578827;2003
W1533732457;2003
W1678344005;2020
W1868400461;2012
W2002101534;2005
W2041746355;1999
W2043081395;2006
W2089179144;2009
W2102417426;2005
W2189298967;2006
W2249885409;2020
W2265068857;2020
W2292015031;2020
W2564414272;2010
W2604713470;2020
W2612910364;2020
W2620601116;2020
W2625037553;2020
W2899636831;['']
W2101144531;2010
W141375686;2003
W293382422;2003
W1612669784;1987
W1987493448;2009
W2003810606;2002
W2036979492;2005
W2112618528;2009
W2114138725;2008
W2120136906;2008
W2562507321;['']
W2138298442;2020
W1481613157;1995
W1492666274;1995
W2161521788;1977
W2888985067;1995
W3095535999;1967
W789103089;2015
W1530579895;2017
W1981311125;2001
W2035425765;2005
W2067924123;2014
W2071818346;2008
W2111345701;2000
W2165427613;2015
W2913875336;1993
W1551848002;2013
W1558288195;2008
W1987587589;1989
W2012989845;2010
W2048353495;2009
W2049982879;2002
W2067963826;2007
W2072481707;2004
W2084297718;1983
W2097267311;2007
W2109129934;2005
W2142871322;2011
W2165365113;2008
W3047871229;2013
W2100122603;2013
W12211189;2012
W128506195;2003
W138483784;2020
W2626679492;2020
W2724484247;2020
W3214491925;2020
W2186830736;2004
W2283786454;1994
W59018190;1992
W2032852462;1993
W2064613661;1986
W2080682218;1993
W2418834512;2009
W1492491336;2020
W2097859378;2002
W2132768173;2001
W2140415890;2020
W2290553230;2020
W2414109590;2020
W2416909811;2020
W2613081058;2020
W2617421632;2020
W3120989048;2005
W2603486877;2017
W268026440;1995
W2964659875;2019
W3209416806;2021
W83946862;2014
W658578143;2008
W2100712682;2017
W2153074341;2010
W2188711946;2014
W2545438324;2016
W2756087237;2019
W2889273325;2017
W2889432122;2017
W2940999120;2019
W2953083037;2019
W3008311916;2019
W3048822025;2020
W2100259484;2011
W185623586;2008
W1730587933;2004
W1999830695;2008
W2051276550;2005
W2092221640;2009
W2119017523;2001
W2327401822;2010
W2102614813;2011
W2269388016;1992
W2065555069;2011
W2090880695;2013
W2006538749;2004
W2045573253;2013
W2027336765;1989
W2045018200;2013
W2100194321;1994
W2114136794;1976
W2148244206;2013
W2154383686;2005
W2160003228;1991
W2164078222;1996
W2165637320;2013
W2167476083;2006
W4230003510;2010
W4256486341;2010
W2061796920;2013
W2147139740;2008
W2123200427;2010
W1554326062;2010
W1971272832;2006
W1972427713;2008
W1980841627;1997
W1981661122;1999
W1991414580;2007
W1992387904;1996
W2006088685;1996
W2008059323;1985
W2034632300;1978
W2036827082;1980
W2050847063;2007
W2059430927;1994
W2068860240;1998
W2074922115;2000
W2078378049;1995
W2087652508;2007
W2088526819;2001
W2107407856;1993
W2108020864;2000
W2119246419;2004
W2120761580;1996
W2126379875;2008
W2133281989;1992
W2170350098;2000
W2181389922;['']
W2181998434;2010
W2125773092;1999
W1515407191;1998
W1519379366;1997
W1580275210;1998
W1824032105;1997
W1911069094;1997
W2067833750;1999
W2092530899;1999
W2143031525;1997
W2155190103;1997
W2253499891;2004
W1985542543;1996
W1558375484;1998
W1974089748;2000
W2175607318;2011
W1791500554;2010
W1990513740;1962
W2097210817;2001
W2170328110;2007
W2212069912;2002
W2941751447;2019
W1935021489;2015
W1986519233;2004
W2016874080;1998
W2054875778;2004
W2078927114;1996
W2079321523;1999
W2086426103;2004
W2166210814;2007
W2236315173;2015
W2502835344;2017
W4251873582;1991
W2947969111;2019
W1972494827;2009
W1996818549;2004
W2153692191;2001
W2752170712;2018
W1951546253;2007
W1541105928;2018
W2128418060;2005
W2731415897;1996
W2967852615;1960
W3036358741;2007
W1503388732;2008
W1982104076;1991
W2013702054;1993
W2032162671;2002
W2035109430;2001
W2086091361;1989
W2095628897;1997
W2104100449;2004
W2132788126;2000
W2135925895;2000
W2136504527;1997
W2136552245;2001
W2143487996;1992
W2149990997;2004
W4239696231;2001
W3037926523;2020
W271541423;2015
W1626531080;2014
W1982969169;2015
W2036367166;2009
W2043563621;2014
W2143986992;2011
W2479398854;2015
W2784174199;2018
W4238017407;2013
W121275198;2000
W1905193170;2011
W1982414690;1996
W2086855454;1996
W2023708463;2010
W641984647;2005
W2160165270;2007
W2615253012;2020
W1549833036;2005
W2559188071;2016
W1539578222;2015
W2035286692;1994
W2578062458;2012
W2626651004;2014
W2408013710;2008
W2109269462;2011
W128692821;2005
W164640074;2009
W1972631424;2011
W2063635787;2007
W2085343550;2007
W2106695227;2007
W2135220608;2011
W2145761439;2005
W127783066;2001
W1565515588;1999
W1585851245;1994
W2076422055;2002
W2061925588;1998
W2529602906;2017
W2050499792;2013
W2081898464;2011
W2117561791;2009
W2121619860;2007
W2499793524;2012
W4237634314;2015
W2900950947;2020
W1601784968;2014
W1801694132;2015
W1967081596;2014
W1997205773;2014
W2009399782;2010
W2025645881;2014
W2101019017;2015
W2124864335;2013
W2186188360;2016
W2583490479;2017
W2625624089;2018
W2767365142;2018
W3115374650;2020
W1988792904;2013
W2029143662;2012
W2068436576;2011
W2947413926;2019
W2972013343;2019
W3177049737;2021
W959942595;2015
W2143261408;2008
W4313331071;2022
W1814886786;2013
W2000395266;2015
W2013012263;1990
W2059164439;2003
W2085584885;2007
W2089129971;2014
W2093573400;2015
W2120712225;1998
W2135003953;2006
W2135815873;2005
W2149008903;2013
W2156112062;2008
W2158146039;2013
W2315074945;2010
W2500024356;2008
W2535473788;2017
W2551660909;2016
W2735216174;2016
W2771816230;2017
W2794057502;2018
W2985035720;2019
W3129545964;2021
W4213344751;2004
W4301680216;2013
W2113655182;2003
W174740237;2003
W300683102;2005
W1584137104;2002
W1971769135;2001
W2095794437;1989
W2106478370;1995
W2412044067;1997
W2798862961;1999
W2113745275;2006
W1971099716;1976
W2114547655;1989
W2266539603;1989
W2269015830;1989
W2115917771;2011
W1497799546;1999
W1996465014;2005
W2091287998;2007
W2170063986;2009
W624107131;2014
W628369219;2007
W1484708683;1993
W2076231474;1972
W2412269118;2020
W2432517183;1993
W2721033166;2020
W2743432723;2020
W2796837256;1988
W2948731851;2020
W2117363939;['']
W2604512577;2020
W2118329968;2012
W45676107;1999
W229861100;2010
W302045597;1997
W1974835731;2009
W1980009926;2010
W2023218502;2008
W2026993986;2007
W2162043231;2007
W3021650371;2020
W1839130251;2015
W2075780648;2009
W2992285061;2019
W2120652659;['']
W86779968;2004
W645450770;1993
W1985396494;2005
W1991178541;1993
W2140524513;2002
W2149259182;2003
W2163130723;2005
W2177859925;2005
W2189305172;2002
W2595137137;2020
W2759460065;2020
W2089721085;2013
W2094419105;1963
W1562578637;2018
W2101157755;1991
W1510231618;2002
W2036619857;2012
W80695305;2008
W201986405;2003
W317006476;2002
W625675546;2014
W1505240596;2008
W1550473046;2005
W1981955360;2000
W2004564419;2000
W2016943582;1999
W2072623593;1991
W2097728333;1996
W2109902603;2001
W2150771841;2005
W2228025970;1998
W2972966842;2003
W2507247424;2020
W1493545082;1996
W1522322652;1999
W1600863203;2010
W44734869;2004
W355084178;1995
W1530986735;2001
W1566241536;1995
W2120600701;2007
W2138464447;2001
W2625216960;2000
W2015423928;2013
W2088726354;2014
W2905316561;1987
W245458493;2015
W69811547;2006
W1533746441;1985
W1589399253;2012
W1970994294;2014
W1973629669;2008
W1986751511;2014
W2021127917;2004
W2022746764;2013
W2026028334;2013
W2055272691;2014
W2061405794;1989
W2080263976;2012
W2118639955;1998
W2136947725;1998
W2494204414;2006
W2777918210;2016
W2988918164;1991
W94861413;2009
W51017311;1998
W93657430;2009
W94865399;1999
W221674830;1992
W255769828;1981
W298637699;1992
W341361001;2001
W1491087240;1979
W1491384032;1997
W1510291792;1999
W1707668676;['']
W1898675417;1990
W1980478688;1996
W2004958126;1976
W2010632465;1971
W2015593230;2005
W2020124029;1999
W2021644700;1991
W2024509488;1959
W2031684014;1995
W2044055602;2008
W2044440896;1992
W2047204606;1994
W2049881011;2008
W2070786054;1982
W2084561537;1998
W2085833943;1975
W2087573550;1978
W2106426960;1986
W2109913864;2004
W2131296281;1986
W2134569304;2009
W2153419533;1996
W2160876610;1986
W2166128783;1980
W2166843951;1991
W2170644984;2003
W2566689491;1997
W1983092875;2013
W168317926;1988
W624232596;2003
W2031152641;2010
W2072367671;2013
W2088092970;2012
W2088981553;2012
W2137033657;2010
W2152372359;2013
W618287860;2003
W642389189;2006
W1509342949;2006
W1555953210;2001
W2057275771;2005
W2092921105;2000
W2794452432;1997
W2968520335;2019
W152051227;2011
W2217166044;2001
W2327109342;2011
W2072371848;2003
W2087123686;2000
W2122549117;2011
W1492277377;1994
W1919092661;2011
W2134468747;2011
W2318777201;2004
W2478999990;2007
W2131882787;2014
W2743888465;2017
W279724836;2010
W381920414;2009
W575598456;2011
W826597723;2014
W1982899310;2011
W2009248339;2001
W2020293948;2009
W2021866362;2006
W2107555003;2013
W2310161107;2008
W2341544654;1988
W3122561853;2008
W2136076768;1996
W2008286033;2009
W1581171333;1994
W2013513928;2005
W4234681701;2008
W2122731575;2006
W2087120392;2009
W2773100;2000
W71830414;2002
W123647880;2020
W1482286954;1999
W1503474447;1991
W1571014682;1996
W1601944394;1979
W1992880262;2002
W2021843860;2004
W2041849532;1991
W2061439749;2003
W2122868600;2020
W2125959999;2000
W2365293247;2006
W2623055789;1999
W3180640183;1991
W2048303455;2006
W2000049702;1946
W1729856091;2004
W1504423178;2020
W2102405607;2006
W2154585685;2005
W2329568567;2005
W2477449320;1997
W2077512637;1997
W2080169964;2012
W1989408109;1991
W1992879495;2004
W2002491213;1995
W2074715581;2004
W2094513563;2003
W2135615730;2005
W4250461442;1984
W1512883663;2009
W1979351200;2008
W2109902279;2007
W2513612535;1999
W2519163177;2020
W2589780988;2020
W2609403171;2020
W2611804832;2020
W2942867112;2020
W2111623542;2007
W1633674991;2000
W2073349492;2007
W2139711539;2000
W2188404351;2011
W23604252;1992
W134014856;2000
W192911558;1999
W575776756;2007
W603467578;1984
W1528346179;2008
W1589785869;1992
W2020143450;1994
W2072098593;1994
W2086257148;1997
W2089093203;1995
W2099065843;2001
W2109418414;2008
W2131395029;2009
W2139408579;2005
W2141081738;2005
W2142958664;1988
W2171689869;2005
W2414373008;2020
W2423609147;2006
W2528328152;2005
W2622591457;1994
W2754417265;2020
W2985186645;2004
W2990068877;2005
W2068746655;2010
W169839973;2002
W2061504941;2007
W98040471;1994
W2122239552;2015
W1967555382;1998
W2052259085;2012
W2059918243;2005
W2073575632;2003
W2128623408;2012
W2154881304;2003
W2620320336;2020
W202184011;2011
W2047687536;1995
W2605915357;1999
W2625154145;2020
W2745132795;2004
W1975426472;2011
W1964740623;2008
W1967575742;2005
W1975659878;2000
W2087281117;2003
W2142835829;2007
W3011153542;2012
W614108838;2010
W603743786;2006
W1536421294;1997
W2165921079;2006
W2612930336;2020
W2618463344;2020
W1029399141;2012
W1987835209;2008
W2030862554;2008
W1596366951;2015
W1504917667;2010
W2028978584;2011
W2047489303;2014
W2202040075;2020
W2596957257;2014
W2941433729;2013
W1900912001;2015
W2084314409;1989
W2103895361;1993
W2118754080;2001
W4256562040;2014
W4292854727;1981
W2179251593;2007
W3011653643;2020
W42649274;2014
W1993325663;2007
W2023169519;2000
W2043181835;2012
W2050136863;2004
W2102680086;2007
W2137070227;2013
W2150859601;2010
W2191122081;2015
W2339858656;1983
W2747825679;2017
W2750305177;2017
W4250312510;2007
W4250518946;1967
W2318890062;2017
W2169706660;2004
W1619388675;2011
W308430534;2003
W656031379;1998
W1501763955;1989
W2061295998;1995
W2071228897;2001
W2726336490;1989
W2732539781;2000
W2796971778;1981
W2017427544;2002
W2143671773;2002
W2312660135;2002
W2056369623;2000
W2160071826;2009
W1598473581;1992
W2608074677;2020
W2166033977;2011
W112615004;2005
W193806634;2006
W1579418392;2008
W2042280459;1980
W2497514496;2013
W2285878576;1997
W2623407653;2020
W84426984;2004
W256514848;2002
W2412946127;2020
W2519943106;2005
W2627045455;2020
W2941135198;1988
W3083506713;2020
W1519895835;2006
W1919273115;2006
W1922575085;2006
W1990465311;2012
W2006566155;1987
W2036032810;1993
W2047864204;2003
W2050096705;2004
W2344328945;2016
W2480298915;2017
W2969801841;2019
W4237983500;1989
W790667205;2015
W1979957660;1986
W1981809017;1989
W2025569274;2014
W2065693170;2005
W2077280499;1998
W2145824426;2012
W2254421663;2014
W2487093488;2013
W102298228;2004
W1035526;2007
W2016248754;2014
W2027228253;2013
W2072325689;1993
W2093248391;2011
W2123628943;['']
W2298509383;1990
W2970939153;1999
W2124243882;2012
W187800548;2009
W394433092;2020
W1563001843;2011
W1967992009;1978
W2130149789;['']
W1579726138;1995
W2340861418;2006
W2341780614;2006
W2344235477;2006
W2414559317;2006
W2136962190;2006
W2101000007;2004
W2139871293;1997
W2182884341;2013
W7770647;2013
W74765071;2005
W1551969603;2008
W1928306437;2011
W1998636548;1985
W1999619414;2007
W2021334373;2012
W2042121885;2001
W2045001945;2011
W2106725555;2011
W2107956835;2019
W2119902448;2012
W2121668237;2005
W2185469515;['']
W1964397888;1997
W2003386586;1989
W2005199763;1993
W2016274652;1961
W2023888859;1992
W2039305044;2005
W2046038200;['']
W2080464231;2000
W2121841978;2004
W2163324514;1999
W2163940244;2005
W2311703255;2020
W2320148541;2001
W2339500526;1997
W2186654862;2008
W635909986;1996
W2137227144;2007
W2157771558;2003
W2306023073;2004
W2587577814;2020
W2186657709;2008
W1517194421;2005
W2059770708;2005
W2120647177;2007
W2621689112;2020
W2729644750;2020
W2753533763;1963
W2264638428;2010
W2041064082;1987
W2331348689;2006
W2409036373;2011
W155084837;2005
W308773551;2008
W385499494;1986
W1528581095;2003
W1532916860;2004
W1539349271;1994
W1549476657;2006
W1570560169;1990
W1604178658;2002
W1604286093;2005
W1676365973;2003
W1972444232;2007
W1981846361;2006
W1983165962;2004
W1997073447;2007
W1999615811;2009
W2032547829;2006
W2110921884;1991
W2128140068;2000
W2148595932;1997
W2150144102;2009
W2154682627;2005
W2164442933;1995
W2460325847;2018
W1483721904;2014
W2010239363;2014
W2034924794;2001
W2067652191;2014
W2098522802;2014
W2101213471;2007
W2561018217;2011
W2296587461;2020
W2570778163;2016
W959193048;2015
W2032047314;2000
W2314125994;2015
W2622380228;2017
W1495419098;1998
W1584053331;1965
W2043719282;2010
W2097095960;2009
W2146977764;2009
W2156817109;2006
W2167757977;1986
W2182238458;2010
W3108125521;1989
W2892566906;2019
W2566575779;2017
W3006018335;1999
W2095399240;1998
W2139376685;1995
W3163952676;2021
W2955103226;2018
W4236117075;2013
W1502931416;2011
W1534250123;2010
W1962819667;1999
W1979847906;2008
W1993387557;2009
W2000788481;2010
W2022993567;1978
W2040176337;2002
W2096869927;2007
W2141386936;2011
W2156439659;2004
W2157645210;1995
W2165317992;2008
W2334074827;2009
W4235077894;2010
W4250246002;2008
W4252402265;2006
W4256093679;2011
W4313591678;2022
W240189501;2014
W1969956590;2014
W1974557839;2011
W1979143811;2004
W1979560248;2013
W2134591278;2012
W2911330178;2018
W2970311330;2020
W2989487470;2019
W2995764972;2019
W3032056295;2009
W4205586076;2022
W4324013732;2011
W321383054;2005
W2088290434;2010
W2098886635;2008
W2118281476;1998
W2122873741;2006
W2126294348;2008
W2140103930;2009
W4242020996;2012
W2127348195;2008
W2996560737;['']
W2134006930;['']
W2035185743;2006
W2135731484;2009
W2612148046;2020
W2616437457;2020
W2135896356;2009
W2081228936;2002
W2800336380;2000
W2896190917;2005
W2137989839;2005
W2040796278;1994
W2047623188;1992
W2073991158;2001
W2093331693;1997
W2111354475;2005
W2444263160;2004
W2139102936;1996
W2970533055;1978
W2141678344;2013
W1968534979;1994
W2079774551;1989
W2136485378;2007
W3217611625;1956
W2118847637;1965
W2240516952;2009
W2007892850;2004
W2148071752;2000
W177683593;2002
W1581766830;2001
W1607383884;1999
W1982382618;1999
W1992362860;2002
W2059615675;1998
W2154147857;2001
W2164749613;2000
W563234531;1976
W1552825303;2004
W1840032571;2001
W2592553566;2004
W594889331;2006
W583224400;1990
W613485682;2016
W632869481;2006
W1595247926;1999
W1595307044;2000
W2070504353;1990
W2095529336;1975
W2503999804;1942
W2971125330;1990
W1506150625;2004
W2292712245;2000
W1823593855;1989
W1992845201;1987
W2055495615;1984
W2121575303;1989
W2559317393;2010
W1973973460;2007
W2003322682;1978
W2033077153;2008
W2091188913;2004
W2185023778;['']
W2185070630;2009
W2912936084;1997
W1971322549;2005
W2134236603;2010
W627432959;1971
W636772881;2007
W1496915515;2009
W1798520675;2009
W1978749816;1969
W2148786337;2011
W304676242;2009
W2139748019;2007
W2184902494;['']
W2172166773;2011
W147725141;1991
W1488077794;2007
W1498770298;2004
W1994072696;2005
W2008712567;2006
W2143040687;2006
W2153887189;2002
W2300915041;2006
W2337965632;1998
W2264813794;2015
W1516180698;1998
W1597057940;2004
W2036260704;2011
W2053029130;2013
W2488210574;2016
W2549444513;2007
W608326869;2003
W3022607203;1992
W2550610632;2015
W1963697479;2002
W2111211506;1991
W2622354574;2017
W3183900113;2021
W189007299;2004
W1142947742;2004
W1514672492;2003
W1938670616;2015
W1942397605;1997
W1977066622;2008
W1977455571;2015
W1978374798;1999
W1985872311;2009
W1987808431;2014
W1989645011;2006
W1996114219;2006
W2001493935;2001
W2013580793;1970
W2018384073;2004
W2023864115;2004
W2027406005;2012
W2034170571;1987
W2040629268;1990
W2042759733;2007
W2056721477;1996
W2056751419;2014
W2058150410;2009
W2072285937;1997
W2075651725;2005
W2077072008;2010
W2085611735;2005
W2094441239;2004
W2096249788;2000
W2104880015;1997
W2111592186;1996
W2113029214;2006
W2113052115;2006
W2116204677;2010
W2117594039;1978
W2118081463;1993
W2132807086;1999
W2134679860;2009
W2149176978;2007
W2149719430;2013
W2153029610;2011
W2162533447;2005
W2167700118;1945
W2170080083;2001
W2309113855;1997
W2439180214;2016
W2581162349;2017
W2625542710;2017
W2733796721;2018
W2783564415;2018
W2801040323;1985
W2887483758;2018
W2958754353;2020
W2976681923;2019
W3104887532;2010
W3121812499;2002
W3124153962;2002
W3124444568;2003
W3141014378;2017
W3201595609;2021
W2150547515;2013
W1506276717;2010
W1602855900;2012
W2001884399;2013
W2099012446;2008
W2405082680;2012
W1971069311;2006
W2770219469;2018
W70211664;2015
W1618602505;2012
W1849208916;2014
W1969925116;2011
W1990043186;2008
W1992508843;2010
W2018745912;2003
W2026656068;2010
W2053334512;2014
W2058732148;2004
W2080578710;2007
W2084086663;2011
W2097040046;2007
W2109372350;2008
W2124877794;2015
W2163964287;2012
W2164265727;2007
W2166179355;2010
W2200702288;2015
W2211152028;2015
W2285905857;2016
W2336065419;2017
W2337525757;2016
W2521532323;2017
W2064569508;2015
W1862141997;2002
W1917251513;2005
W1967920705;2011
W1969801844;2010
W1972554386;2013
W1978858083;2002
W1980742999;2009
W1982931418;2011
W1995949303;2008
W2009128330;2011
W2021670818;2012
W2057187415;2003
W2084408971;2005
W2093619549;2010
W2097038926;2003
W2107496131;2009
W2110776514;2013
W2145849922;2011
W4248450049;1990
W2998504586;2019
W2056355564;1981
W2063716035;1992
W2108076282;2000
W2162897826;1975
W2274248407;2014
W2564579247;2017
W3026117839;1962
W2557705879;2008
W49864361;['']
W192548246;2000
W657160825;1998
W1573186872;1995
W1601411314;1997
W2073947300;1998
W2144918211;1996
W2165308990;2004
W2189159971;2020
W2337813180;2005
W2420327770;2006
W2600456485;1999
W3036967304;2007
W2012364273;2011
W69554234;2000
W85222413;2007
W222475010;2003
W247342977;2003
W295387915;2010
W320570491;2011
W1497617446;2009
W1499564001;2002
W1537623623;2001
W1782458018;1982
W1975860370;2008
W1993408625;2004
W2017649830;2008
W2033553450;1983
W2055263368;2008
W2095403204;2007
W2123118442;2009
W2169758822;2003
W2948658897;2009
W2948930801;2009
W2964401280;2020
W1519000251;1996
W3106821626;2020
W15056884;2010
W16460314;2013
W16881020;2011
W35410412;1993
W38985528;2005
W90744914;2011
W110867731;2007
W117870908;2011
W147931269;2011
W201612266;2013
W239100780;2010
W278625972;2010
W294007391;2013
W337761334;1994
W1861553512;2015
W1977268563;2006
W2035955086;2012
W2046622454;1985
W2062212952;2010
W2092569745;2011
W2099506356;2013
W2106287543;2009
W2258624835;2013
W2274115667;2007
W2323333705;2006
W2398519021;2008
W2465477862;2013
W2518009548;2007
W2545767327;2016
W2598452194;2017
W2598763284;2007
W2613939795;2017
W2790939814;2018
W2794663121;2002
W2795124994;2018
W2804041276;2017
W2804572988;2004
W2808922319;2018
W2888275366;2018
W2953986623;2020
W2964357212;2019
W2969328938;2019
W2969369673;2019
W2984381481;2020
W4245062466;1994
W4247167494;1994
W4253387359;1993
W4255132906;1991
W4299164724;2003
W4302067967;2010
W4302599885;2003
W2156485319;['']
W644887628;2006
W2483890731;2004
W2992886560;['']
W2101751396;2012
W4226512092;2022
W21760461;2006
W875209532;2011
W1985798899;2016
W1987936498;2011
W2003750106;2011
W2017483447;2015
W2019274716;2011
W2081546733;2010
W2088308572;2012
W2116893758;2012
W2148267060;2003
W2164276724;2012
W2177386945;2015
W2295746178;2015
W2325093580;2011
W2336612027;2016
W2571444738;2017
W2574178335;2017
W2578752200;2016
W2583006258;2017
W2769235382;2019
W2769436475;2017
W2785789327;2017
W2789922790;2018
W2796474418;2018
W2883262066;2019
W2892288723;2018
W2896755416;2019
W2898288689;2019
W2898571192;2019
W2911105668;2019
W2919854756;2019
W2942413995;2019
W2965522437;2021
W2972312953;2019
W3011186022;2020
W3020179824;2020
W3020637112;2021
W3021468228;2020
W3021813644;2020
W3022840003;2020
W3023266407;2020
W3029168450;2020
W3089869667;2020
W3133875005;2021
W3136059896;2021
W3136776298;2021
W3139764972;2021
W3174879472;2021
W4206299268;2013
W4286742166;2022
W147213654;2001
W1969095103;2013
W1974601063;2006
W1980579058;2001
W1984402298;2011
W1987105770;2009
W1988542911;2016
W2016040339;2010
W2048400598;2011
W2082194182;2006
W2099206974;2011
W2109697590;2012
W2119801905;2012
W2131808423;2013
W2136047731;2015
W2139764274;2001
W2160202591;2010
W2188707162;2015
W2499340697;2012
W2747437116;2017
W2806363820;2019
W2886300558;2018
W2886696213;2018
W2970126889;2019
W3005022047;2020
W3020399253;2021
W3036189790;2020
W3206731366;2021
W4246427856;2007
W4290053047;2021
W2159054135;2013
W2324826512;2005
W2042374701;2010
W1549357056;['']
W2159770262;2010
W2159920373;2013
W1591479210;2001
W2067252924;2007
W2082381519;1988
W2588661145;1995
W2160432924;2001
W1483834314;2000
W2164680284;2014
W2075769214;2013
W2149004042;2012
W4247363321;2013
